counter;index;instructionType;totalChars;OperationType 
0;0;original;1673 
1;14;BlockStatement;1639;m 
1;6;IfStatement;1544;m 
1;7;IfStatement;1552;m 
1;10;ExpressionStatement;1526;m 
3;1;Property;1514;m 
5;2;Property;1501;m 
9;5;Literal;1490;m 
13;0;ExpressionStatement;1477;m 
13;2;Literal;1473;m 
25;16;ExpressionStatement;1381;m 
25;3;Property;1371;m 
27;2;Property;1358;m 
29;1;Property;1346;m 
39;0;ExpressionStatement;1333;m 
