counter;index;instructionType;totalChars;OperationType 
0;0;original;1861 
1;22;ExpressionStatement;1821;m 
1;5;IfStatement;1768;m 
5;2;ExpressionStatement;1696;m 
9;11;FunctionExpression;1629;m 
