nomeBiblioteca	AssignmentExpression	ArrayExpression	BlockStatement	BinaryExpression	BreakStatement	CallExpression	CatchClause	ConditionalExpression	ContinueStatement	DoWhileStatement	DebuggerStatement	EmptyStatement	ExpressionStatement	ForStatement	ForInStatement	FunctionDeclaration	FunctionExpression	Identifier	IfStatement	Literal	LabeledStatement	LogicalExpression	MemberExpression	NewExpression	ObjectExpression	Property	ReturnStatement	SequenceExpression	SwitchStatement	SwitchCase	ThisExpression	ThrowStatement	TryStatement	UnaryExpression	UpdateExpression	VariableDeclaration	VariableDeclarator	WhileStatement	WithStatement	ArrayPattern	ObjectPattern	ArrowFunctionExpression	ClassExpression	TaggedTemplateExpression	Super	YieldExpression	AssignmentPattern	RestElement	MethodDefinition	TemplateElement	TemplateLiteral	SpreadElement	ForOfStatement
http-shutdown	10	0	32	0	0	46	0	0	0	0	0	2	49	0	0	3	27	169	2	27	0	2	56	0	1	0	3	0	0	0	2	0	0	2	1	7	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iframes	6	8	23	11	0	83	0	1	0	0	0	0	35	0	0	4	17	250	4	68	0	6	64	0	17	33	5	0	0	0	2	1	0	2	1	10	13	0	0	0	0	1	0	0	0	10	0	0	0	0	0	0	0
ject	11	5	20	11	0	25	0	1	0	0	0	0	18	1	0	3	8	173	11	35	0	7	38	1	8	6	8	1	0	0	1	1	0	13	1	17	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
kamikaze	2	0	20	5	0	59	0	0	0	0	0	0	39	0	0	2	15	168	3	38	0	0	71	3	0	0	3	0	0	0	8	2	0	2	0	13	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
karma-json-log-reporter	5	0	9	12	0	12	2	3	0	0	0	0	6	0	0	0	2	69	3	19	0	2	18	1	1	1	3	0	0	0	1	0	2	1	0	7	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lomath	3392	784	2172	3745	27	5809	4	695	3	0	0	8	4612	184	47	55	1650	39132	947	8251	0	1936	14037	179	627	1904	613	412	3	33	2854	6	4	1139	222	1109	2856	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m-iso	88	16	290	154	2	298	4	17	0	0	0	0	195	13	0	75	69	1837	110	275	0	45	452	32	36	54	152	0	2	8	74	22	4	38	19	100	100	4	0	0	7	21	0	0	0	0	0	5	0	38	16	4	1
restables	11	12	45	13	0	90	0	0	0	0	0	0	54	0	2	1	29	355	11	68	0	6	180	1	8	23	3	0	0	0	28	0	0	5	0	21	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s3shot	15	0	29	10	0	40	0	0	0	0	0	0	44	0	0	4	13	225	12	40	0	12	80	2	3	8	8	0	0	0	26	1	0	4	0	8	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
syni	9	1	35	18	0	59	0	7	0	0	0	0	37	1	0	6	15	277	5	62	0	16	117	4	5	3	15	4	0	0	12	1	0	2	3	6	13	0	0	0	0	5	0	0	0	0	2	0	0	4	1	0	0
tern-jquery-api-doc	75	17	164	94	4	175	2	15	1	0	0	0	127	6	5	2	80	1274	72	191	0	45	352	6	24	80	68	0	0	0	25	7	2	33	11	49	85	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
udt	158	12	208	118	16	316	1	0	0	0	0	0	330	8	5	56	72	2075	87	421	0	15	700	26	28	82	64	0	5	14	98	11	1	40	15	72	129	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
@fis-boolean	0	0	3	1	0	10	0	0	0	0	0	0	6	0	0	1	2	21	0	5	0	0	6	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
angular-ivh-pluck-and-join	6	20	23	2	0	50	0	0	0	0	0	0	33	0	0	0	21	195	2	79	0	6	31	0	29	55	12	0	0	0	2	0	0	0	0	13	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
boost-js-tabs	34	1	45	20	0	165	0	2	0	0	0	0	115	6	1	0	36	573	5	166	0	4	266	0	8	10	1	0	0	0	13	0	0	6	6	47	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
browser-env	1	0	1	2	0	12	0	0	0	0	0	0	1	0	0	0	1	43	0	4	0	1	15	0	0	0	1	0	0	0	0	0	0	4	0	4	4	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0
d3-force-cluster	25	4	16	22	0	49	0	3	0	0	0	0	47	1	0	3	7	272	5	24	0	3	74	1	6	0	7	3	0	0	0	0	0	15	1	10	24	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0
express-multiple-views	9	1	18	3	0	59	0	0	0	0	0	0	32	1	0	0	12	200	4	39	0	0	87	3	6	7	6	0	0	0	9	0	0	1	1	15	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
get-exports	3	0	5	10	0	9	0	0	0	0	0	0	3	0	0	3	2	54	0	11	0	6	18	0	1	0	5	0	0	0	0	0	0	1	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
grypher	0	99	52	9	0	179	0	1	0	0	0	0	105	0	0	0	50	756	2	417	0	0	206	2	182	392	0	0	0	0	1	2	0	1	0	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
http-response-object	9	0	7	9	0	3	0	1	0	0	0	0	9	0	1	1	1	52	4	9	0	0	23	4	1	0	1	0	0	0	14	4	0	4	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hurbis-web-ui-navegador-v1	368	20	485	344	14	637	0	16	0	0	0	0	677	3	4	57	178	4098	200	737	0	106	1421	8	61	108	121	1	2	15	125	4	0	113	8	233	244	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
install-g	0	3	11	6	0	22	0	0	0	0	0	0	11	0	0	0	7	72	4	23	0	0	29	0	1	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
joi18n	2	0	11	2	0	15	1	0	0	0	0	0	15	0	0	0	8	74	1	13	0	0	22	0	3	6	0	0	0	0	0	1	1	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
jribbble	98	18	171	151	0	351	0	0	0	0	0	0	239	0	0	0	131	1581	30	368	0	20	587	20	46	60	63	0	0	0	114	8	0	22	0	171	171	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lwmqn-util	24	34	567	36	0	2049	1	15	0	0	0	0	812	1	2	1	551	4699	23	1091	0	7	2391	37	95	135	380	0	0	0	0	6	1	13	1	30	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
map-o	1	0	2	1	0	2	0	2	0	0	0	0	2	0	0	1	0	21	0	1	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
mathmode	1	4	9	11	0	15	0	0	0	0	0	0	8	1	0	1	3	82	3	38	0	6	24	0	2	2	3	0	0	0	0	0	0	1	1	11	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
openpgp	7777	1603	4690	13868	324	8422	25	352	21	1	0	21	9421	682	28	1004	1285	67490	1771	36472	2	852	21887	1572	679	1570	1843	197	98	620	3629	346	25	824	1125	3311	4657	165	0	0	11	30	0	0	0	0	17	0	0	0	0	0	0
p12	0	1	7	0	0	11	0	0	0	0	0	0	8	0	0	1	3	48	0	12	0	0	11	2	0	0	1	0	0	0	0	0	0	0	0	5	5	0	0	0	0	3	0	0	0	0	0	0	0	8	4	0	0
phant-input-mqtt	9	4	22	7	0	42	1	0	0	0	0	0	27	0	0	1	10	224	9	52	0	2	61	3	18	44	8	0	0	0	27	0	1	6	0	4	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pipe	2	0	12	0	0	28	0	0	0	0	0	0	14	0	0	0	11	68	1	9	0	1	32	0	0	0	2	0	0	0	10	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
reified	552	63	899	738	0	1300	1	54	0	0	0	2	941	22	2	135	432	7688	343	1540	0	165	2217	162	117	306	488	5	2	4	540	41	1	250	22	247	258	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
remodel-gen	9	246	189	122	0	522	2	4	0	0	0	0	165	1	1	44	97	2441	24	562	0	21	380	3	341	815	75	0	0	0	12	1	2	5	1	206	206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s3cas	11	0	48	23	0	56	0	0	0	0	0	0	38	0	1	4	18	252	16	48	0	6	78	9	2	6	8	0	0	0	14	3	0	4	0	8	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
signal-windows	19	25	31	51	3	55	0	3	0	0	0	0	60	3	0	5	22	334	10	204	0	8	93	10	6	15	2	0	1	3	16	0	0	0	4	18	22	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
tomahawq	49	5	132	58	0	161	0	0	2	0	0	0	140	3	4	0	84	941	33	147	0	19	362	10	20	19	38	0	0	0	25	1	0	5	3	38	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
tritmapped-terminal	13	0	19	10	0	18	0	1	0	0	0	0	30	0	0	1	9	98	10	17	0	0	55	1	0	0	5	0	0	0	43	0	0	0	5	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
vue-d3	4	1	7	3	0	3	0	1	0	0	0	0	6	0	0	0	3	32	4	5	0	1	9	1	1	0	1	0	0	0	0	1	0	4	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a-d-s-r	0	0	2	10	0	7	0	0	0	0	0	0	7	0	0	0	2	66	0	9	0	0	27	0	1	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
alchemy-i18n	58	2	52	17	0	57	0	0	0	0	0	0	93	1	0	0	22	442	22	77	0	10	154	3	13	20	13	0	0	0	48	0	0	9	1	13	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
angular-facebook-factory	66	6	87	22	0	123	0	4	0	0	0	0	106	2	0	5	44	788	28	120	0	13	286	6	23	52	48	1	0	0	101	4	0	28	2	44	50	0	0	0	0	11	0	0	0	0	0	0	0	2	1	0	0
b0ulzy-snake	37	1	39	57	0	41	0	0	0	0	0	0	69	4	0	0	18	647	16	69	0	11	369	0	6	26	8	0	0	0	2	0	0	1	9	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
best-globals	64	68	250	183	0	666	0	7	0	1	0	3	312	0	3	9	168	2619	54	1207	0	45	867	105	167	478	71	0	0	0	19	23	0	56	2	109	109	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ci_node	7	0	9	14	0	11	0	0	0	0	0	0	5	2	0	0	4	56	2	22	0	0	12	0	0	0	5	0	0	0	0	0	0	0	2	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ember-pusher	20	3	66	12	0	100	1	0	0	0	0	0	75	2	0	4	33	463	17	83	0	2	196	2	14	21	14	0	0	0	49	0	1	10	3	29	37	1	0	0	0	7	0	0	0	0	0	0	0	0	0	2	0
emoji-gen	8	1	13	5	0	27	0	2	0	0	0	0	10	0	0	0	13	103	0	17	0	0	51	2	0	0	10	0	0	0	26	0	0	0	0	3	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
g2d-svg	15	0	12	6	0	20	0	0	0	0	0	0	21	2	0	2	8	153	6	34	0	7	44	1	2	4	12	0	1	5	0	0	0	6	2	4	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gcloudmon	7	2	34	11	0	40	0	2	0	0	0	0	32	0	0	1	27	339	5	31	0	16	94	1	23	55	4	0	0	0	11	0	0	0	0	13	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gl-texture2d-pip	12	3	6	18	0	37	0	0	2	0	0	0	37	1	2	2	0	227	4	37	0	0	90	0	0	0	1	0	0	0	0	0	0	4	2	18	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
grunt-bushcaster	16	14	55	43	0	107	0	1	0	0	0	0	79	0	0	5	30	563	18	124	0	6	200	1	25	55	10	1	0	0	3	0	0	8	2	28	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hotplate	580	155	1504	794	42	2517	11	28	6	0	0	28	2146	18	23	54	883	15077	744	3382	0	190	4534	152	750	1775	523	1	11	40	510	20	11	257	26	613	642	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
littledom	505	63	639	382	11	1605	3	23	1	0	0	4	1371	15	7	80	439	6707	187	1623	0	65	2316	63	44	132	221	0	4	14	423	5	3	85	53	325	513	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
meteoreth	6	0	10	12	0	19	0	0	0	0	0	0	17	0	0	0	7	84	6	19	0	3	20	1	2	1	0	0	0	0	0	0	0	0	0	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
nodebb-plugin-deny-moderator-access	4	3	18	1	0	19	0	1	0	0	0	0	12	1	0	1	7	108	8	12	0	2	30	0	0	0	7	0	0	0	0	0	0	1	1	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
personality-trait-names	11	1	15	2	0	13	0	3	0	0	0	0	11	0	0	0	13	76	1	9	0	0	39	4	5	3	8	0	0	0	27	0	0	1	0	2	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
pg-calendar	1985	224	1330	3061	93	5627	11	849	4	0	0	1	1038	78	12	40	1093	30070	241	6991	1	1910	13684	52	634	2227	575	1085	20	147	4291	8	11	1081	91	655	1711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r_fast_r_furious	2	0	6	2	0	4	0	0	0	0	0	0	3	0	0	0	3	19	2	3	0	1	4	0	0	0	2	0	0	0	0	0	0	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
torrential	0	0	24	2	0	46	4	0	0	0	0	0	35	0	0	0	9	89	5	70	0	1	28	0	1	1	5	0	0	0	14	0	4	2	0	6	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
u-help	30	0	12	39	0	7	0	0	1	0	0	0	23	8	0	1	2	179	8	41	0	2	58	0	0	0	3	0	0	0	0	0	0	4	8	3	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
wddx	24	0	66	10	0	76	0	0	0	0	0	0	79	2	1	0	48	336	13	84	0	4	111	5	25	23	27	0	0	0	9	0	0	9	0	9	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
yaml-config-loader	44	14	173	19	5	349	2	1	0	0	0	0	285	1	16	4	122	1454	28	281	0	12	542	26	57	78	33	0	2	5	83	0	2	10	1	74	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
zenx-util	28	2	20	15	0	36	0	2	0	0	0	0	36	0	2	0	19	168	4	34	0	2	76	2	8	6	13	0	0	0	44	1	0	9	0	5	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1
countable	35	21	66	39	0	115	0	8	0	0	0	0	108	0	1	8	35	525	26	184	0	15	143	0	12	38	15	0	0	0	5	0	0	11	4	15	30	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cylon-firmata	72	18	263	81	0	514	1	6	0	0	0	0	453	0	0	0	231	1695	26	518	0	17	643	6	33	45	11	0	0	0	65	2	1	9	0	29	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
electrode-electrify	68	17	152	172	1	560	1	14	0	0	0	0	189	4	0	35	47	2022	56	585	0	24	785	4	18	37	52	0	0	0	14	3	1	18	16	116	123	4	0	0	1	73	0	0	0	0	0	0	0	45	20	0	2
express-iso-react-views	11	3	32	24	0	74	1	2	0	0	0	0	29	0	0	11	11	345	10	73	0	5	86	3	25	33	17	0	0	0	2	0	1	8	0	16	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
generator-app-website	4	2	9	9	0	47	0	1	0	0	0	0	19	0	0	1	5	216	2	76	0	1	115	0	26	71	2	0	0	0	63	0	0	0	0	2	2	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0
homebridge-ds18b20	6	1	5	0	0	7	0	0	0	0	0	0	10	0	0	1	4	45	0	7	0	0	23	1	1	2	1	0	0	0	10	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
html-directives	19	13	43	46	10	57	0	2	0	0	0	0	54	0	3	1	25	335	13	111	0	8	105	1	14	24	7	0	1	11	4	0	0	8	1	27	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ipfs-api	101	16	205	42	1	327	2	3	0	0	0	0	279	0	0	24	54	1525	63	214	0	27	406	36	29	75	45	0	0	0	26	6	2	31	1	55	55	1	0	0	0	61	0	0	2	0	0	0	0	12	5	0	0
linked-map	77	12	171	16	1	472	0	2	0	0	0	0	405	0	0	3	137	1369	24	527	0	20	576	69	14	9	35	0	0	0	99	1	0	13	6	90	90	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mNotes	28	2	6	13	0	13	0	3	0	0	0	0	33	2	0	0	3	158	11	180	0	2	68	0	5	17	1	0	0	0	2	0	0	9	4	5	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ng-pattern-restrict	54	10	146	50	0	400	2	4	0	2	0	0	269	0	1	29	83	1195	24	351	0	23	337	10	34	98	53	0	1	6	0	1	2	16	3	48	62	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
node-red-contrib-yaas	106	8	176	91	0	400	1	6	0	0	0	0	355	1	0	25	79	2241	27	435	0	15	963	21	108	252	17	0	0	0	146	0	1	7	1	97	97	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	2
pkmn	18	3	172	9	0	480	0	2	0	0	0	0	172	0	0	2	18	1093	8	343	0	1	572	5	2	3	120	0	0	0	19	0	0	1	0	21	21	0	0	0	0	150	0	0	0	0	0	1	0	0	0	0	0
random-cli	10	1	54	5	0	46	0	1	0	0	0	0	29	2	0	23	7	293	15	26	0	2	76	4	0	0	29	0	0	0	0	0	0	2	6	13	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rapidus-configure	23	4	45	15	0	47	0	5	0	0	0	0	41	0	0	9	13	335	18	30	0	10	80	6	5	3	16	0	0	0	0	4	0	14	0	11	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
roddeh-i18n	79	4	55	32	0	29	0	1	0	0	0	0	69	3	4	1	19	409	23	52	0	14	111	3	9	6	27	3	0	0	35	0	0	10	3	10	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
secure-sample	2	1	10	12	0	32	0	0	0	0	0	0	22	0	0	1	6	95	2	38	0	0	23	0	0	0	3	0	0	0	0	0	0	0	2	5	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
seraph-snapshot	9	6	26	42	0	55	0	1	0	0	0	0	23	1	0	6	19	296	5	57	0	1	89	0	10	14	16	0	0	0	0	0	0	2	1	31	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
simple-function-plot	4477	883	3901	5371	48	6017	14	566	13	4	0	2	5146	182	33	820	1602	45025	1689	8699	0	639	11994	203	603	1791	2235	201	10	76	1283	91	22	1313	332	1915	3586	189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
stonejs	133	50	226	101	2	449	3	1	2	0	0	0	338	28	7	38	63	1976	81	496	0	60	745	9	72	109	47	1	0	0	27	1	3	35	28	91	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
substream-pump	1	0	13	1	0	16	0	0	0	0	0	0	16	0	0	2	6	57	5	9	0	2	16	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
unique-stream	10	1	37	14	0	71	0	0	0	0	0	0	55	1	0	3	28	208	4	58	0	1	52	2	4	9	9	1	0	0	7	0	0	3	6	19	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
v6-ws	64	2	118	61	2	195	10	3	0	0	0	0	214	3	1	19	64	1040	55	205	0	28	395	34	15	18	29	0	1	2	122	7	10	34	3	27	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
webchat	421	24	517	641	1	1327	4	32	0	0	0	1	1139	16	9	59	280	6380	347	1569	0	175	3109	35	95	192	94	0	0	0	610	5	4	187	19	155	182	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
y-lock	24	3	11	6	0	10	0	1	0	0	0	0	26	0	0	1	5	96	8	17	0	1	30	2	0	0	8	0	0	0	13	0	0	6	0	3	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
admesh-parser	16	3	21	75	0	92	0	2	0	0	0	0	76	0	0	1	16	431	4	151	0	8	180	2	11	27	3	0	0	0	0	0	0	6	1	12	12	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
awssum-riakcs	55	15	146	44	0	274	0	3	0	0	0	0	231	0	1	20	87	1599	34	416	0	6	512	12	106	226	35	0	0	0	30	1	0	10	0	109	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
child-watcher	196	24	331	192	0	483	6	4	0	0	0	0	520	20	9	10	209	2579	147	490	0	67	1246	34	45	55	85	0	0	0	499	0	6	35	57	114	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cordova-plugin-forcetouch	1725	264	2760	1748	50	3549	62	110	52	1	0	0	3240	156	33	355	927	21412	1308	4134	0	556	6047	130	235	466	949	4	20	96	647	76	71	758	217	1318	1548	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
i18next-webpack-plugin	16	2	23	12	0	44	0	0	0	0	0	0	41	0	1	4	17	279	3	57	0	2	93	5	19	34	13	0	1	4	12	0	0	0	0	13	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iso-8859-8	29	7	47	30	0	80	0	1	2	0	0	0	64	0	1	3	20	372	17	584	0	31	94	0	41	243	12	2	0	0	0	1	0	13	2	40	40	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
jcore.js	24	4	64	54	3	79	0	15	3	0	0	0	58	3	5	1	51	473	34	107	0	8	195	3	0	0	49	0	1	4	92	0	0	15	3	24	32	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
jquery.opengraph-preview	9	0	23	2	0	50	0	0	0	0	0	0	26	0	1	0	17	220	5	31	0	5	83	1	7	30	7	0	0	0	17	1	0	3	0	14	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
libnice	1	0	2	0	0	0	0	0	0	0	0	0	1	0	1	1	0	12	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
libpcap	28	0	14	12	6	35	0	0	0	0	0	0	30	1	0	4	8	172	9	65	0	0	60	14	1	1	7	0	2	7	24	9	0	9	0	8	8	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
node-red-contrib-admin	2	1	14	4	0	17	0	0	0	0	0	0	14	1	0	2	4	97	6	16	0	3	22	1	4	6	0	0	0	0	0	0	0	2	1	8	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
slimtable	91	25	84	104	1	275	0	4	3	0	0	0	191	18	0	1	41	1234	55	311	0	17	618	1	30	97	18	0	0	0	129	0	0	15	24	21	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
tb-i18n-loader	132	6	103	185	0	295	0	0	0	0	0	0	174	7	1	26	41	1748	28	377	0	38	336	11	24	21	64	0	1	5	8	3	0	20	8	116	132	1	0	0	0	0	0	0	0	0	0	0	0	51	27	0	0
then-redis-latest	8	7	25	4	0	37	0	7	0	0	0	0	19	0	0	0	14	184	9	36	0	5	73	2	1	2	12	0	0	0	22	0	0	5	0	11	11	0	0	0	0	5	0	0	1	0	1	8	0	0	0	0	0
touch-list-item	62	1	73	30	0	99	0	0	0	0	0	14	117	0	0	1	35	454	28	117	0	2	306	2	3	22	5	0	0	0	161	0	0	1	0	14	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
value-pipe	1	1	6	2	0	18	0	0	0	0	0	0	6	1	0	3	2	53	2	9	0	0	12	1	0	0	5	0	0	0	0	1	0	3	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
vsphere-schema	16346	0	16364	6	0	40843	0	0	0	0	0	0	16348	0	0	7	16350	100210	6	202179	0	2	42837	0	45534	121702	16361	0	0	0	0	1	0	2	0	29	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
asic-verify	6	14	98	10	0	240	0	0	0	0	0	0	119	0	0	15	78	783	7	201	0	3	301	4	9	17	38	0	0	0	2	2	0	4	0	35	42	1	0	0	0	0	0	0	0	0	0	0	0	20	10	0	0
d3fc-scripts	0	0	11	11	0	30	0	0	0	0	0	0	11	0	0	0	4	97	4	25	0	2	28	1	1	0	5	0	0	0	0	0	0	3	0	5	5	0	0	0	0	6	0	0	0	0	0	0	0	3	1	0	0
ember-cli-deploy-s3-pack	24	0	19	5	0	13	0	0	0	0	0	0	32	0	0	3	8	181	7	27	0	0	89	1	13	15	5	0	0	0	4	0	0	0	0	5	5	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
jquery-aniview	4	0	12	6	0	42	0	1	0	0	0	0	19	0	0	2	8	111	2	20	0	2	29	0	1	2	1	0	0	0	3	0	0	2	1	8	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
jstransform	285	384	1057	869	8	2968	3	20	11	0	0	0	1814	30	2	193	445	10951	253	4457	2	266	3627	98	127	204	280	1	3	17	13	10	3	77	52	737	741	8	0	0	0	92	0	0	0	0	0	4	0	0	0	0	0
kss	2687	1679	2801	2987	110	7432	23	473	7	0	0	0	4876	522	17	306	1035	37219	913	10971	0	1248	12567	289	714	1804	785	321	30	90	968	24	23	997	540	1875	3175	12	0	0	0	296	0	0	16	0	0	0	0	0	0	0	11
node-canvas-lambda-deps	61	19	99	97	7	94	0	10	0	0	0	0	100	0	0	4	47	681	51	445	0	23	380	14	8	5	64	0	11	97	75	7	0	24	0	20	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
node-gf2m	8	6	12	5	0	12	0	0	0	0	0	0	15	3	0	0	7	111	2	48	0	0	25	8	0	0	3	0	0	0	0	0	0	2	3	9	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
node-runscore	23	0	79	26	0	205	0	0	0	0	0	0	165	0	0	50	1	540	17	71	0	0	129	0	0	0	1	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	15	0	0
provecss	36	11	77	32	1	184	0	1	1	0	0	0	79	3	0	10	38	734	26	144	0	23	239	4	26	44	31	0	2	8	54	2	0	19	4	68	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
statsd-bosun-backend	24	8	47	31	0	68	1	2	3	0	0	0	52	0	9	2	18	485	14	56	0	3	145	2	11	27	11	0	0	0	8	0	1	3	0	41	59	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sudoku_solver	42	11	111	91	2	66	0	2	2	0	0	0	57	19	0	1	28	628	62	158	0	15	205	28	2	4	42	0	1	2	53	22	0	50	19	54	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
superpowers-game-dom-plugin	2	0	6	5	0	6	0	1	0	0	0	0	3	1	0	1	3	74	4	13	0	3	18	1	3	2	5	1	0	0	0	1	0	7	1	6	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
