counter;index;instructionType;totalChars;OperationType 
0;0;original;1673 
1;2;ExpressionStatement;1646;m 
1;1;Property;1661;m 
1;2;Property;1648;m 
3;4;Literal;1637;m 
3;2;ExpressionStatement;1621;m 
7;6;IfStatement;1544;m 
7;2;Property;1531;m 
7;4;ExpressionStatement;1544;m 
9;1;Property;1532;m 
13;2;Property;1519;m 
15;2;Literal;1502;m 
17;4;Literal;1491;m 
19;2;ExpressionStatement;1464;m 
43;0;ExpressionStatement;1451;m 
