counter;index;instructionType;totalChars;OperationType 
0;0;original;1673 
1;2;Property;1660;m 
1;3;Property;1663;m 
7;1;Property;1651;m 
7;2;Property;1650;m 
9;7;IfStatement;1552;m 
9;4;ExpressionStatement;1552;m 
11;2;Property;1539;m 
11;3;Property;1542;m 
13;16;ExpressionStatement;1381;m 
13;1;Property;1369;m 
15;5;Literal;1358;m 
37;2;Literal;1341;m 
47;0;ExpressionStatement;1328;m 
