counter;index;instructionType;totalChars;OperationType 
0;0;original;1861 
1;3067;Identifier;1842;m 
1;7068;Identifier;1847;m 
1;4404;Literal;1819;m 
1;5;IfStatement;1768;m 
2;0;BlockStatement;1754;c 
3;0;ReturnStatement;1687;c 
4;0;ExpressionStatement;1668;c 
5;0;FunctionExpression;1614;c 
6;0;IfStatement;1605;c 
9;0;ReturnStatement;1593;c 
22;3;IfStatement;1582;m 
78;6427;Literal;1544;m 
113;6042;Identifier;1532;m 
123;5222;Identifier;1530;m 
