counter;index;instructionType;totalChars 
0;0;original;1861 
22;5455;ThisExpression;1849 
23;6297;Identifier;1847 
26;2775;Identifier;1817 
30;4630;Literal;1810 
32;3616;Literal;1717 
61;4501;Identifier;1717 
88;5020;Identifier;1701 
90;4194;Identifier;1632 
92;3864;Identifier;1632 
136;611;Literal;1593 
142;4859;Identifier;1592 
300;2335;Identifier;1550 
344;5970;Literal;1512 
357;582;Identifier;1510 
414;582;Identifier;1509 
416;4820;Literal;1490 
423;578;BlockStatement;1478 
427;4961;Identifier;1467 
438;4906;Line;1464 
502;3743;ReturnStatement;1464 
509;3204;Identifier;1463 
717;4878;BlockStatement;1463 
837;5380;Identifier;1451 
