counter;index;instructionType;totalChars;OperationType 
0;0;original;1861 
1;6;IfStatement;1790;m 
3;3;IfStatement;1760;m 
3;4;ExpressionStatement;1718;m 
7;17;ReturnStatement;1680;m 
11;17;ReturnStatement;1668;m 
17;0;ReturnStatement;1629;m 
17;2;FunctionExpression;1614;m 
25;2;ExpressionStatement;1596;m 
35;0;ExpressionStatement;1583;m 
36;17;ExpressionStatement;1590;m 
37;16;ReturnStatement;1529;m 
41;0;ExpressionStatement;1516;m 
