trial;counter;index;instructionType;totalChars 
8;293;1761;Identifier;18198 
8;297;1791;Identifier;18196 
8;308;1894;Identifier;18194 
8;310;1901;Identifier;18192 
8;316;1951;Identifier;18190 
8;317;1954;Identifier;18188 
9;0;0;original;18323 
9;1;0;ExpressionStatement;18293 
9;8;65;VariableDeclaration;18305 
9;9;68;VariableDeclaration;18327 
9;11;79;VariableDeclaration;18335 
9;13;80;VariableDeclaration;18343 
9;15;93;VariableDeclaration;18346 
9;16;94;VariableDeclaration;18393 
9;17;90;VariableDeclaration;18396 
9;30;17;Identifier;18386 
9;32;23;Identifier;18378 
9;33;22;Identifier;18378 
9;64;322;Identifier;18376 
9;69;366;Identifier;18374 
9;70;362;Identifier;18372 
9;72;379;Identifier;18370 
9;73;373;Identifier;18368 
9;77;406;Identifier;18366 
9;78;406;Identifier;18363 
9;79;408;Identifier;18361 
9;80;407;Identifier;18359 
9;89;486;Identifier;18357 
9;92;504;Identifier;18355 
9;95;525;Identifier;18353 
9;99;551;Identifier;18351 
9;100;551;Identifier;18349 
9;101;550;Identifier;18347 
9;105;586;Identifier;18345 
9;107;591;Identifier;18343 
9;122;739;Identifier;18341 
9;123;738;Identifier;18340 
9;124;736;Identifier;18338 
9;125;735;Identifier;18337 
9;132;799;Identifier;18335 
9;133;795;Identifier;18333 
9;136;812;Identifier;18331 
9;138;826;Identifier;18329 
9;150;937;Identifier;18327 
9;152;941;Identifier;18325 
9;153;945;Identifier;18323 
9;154;949;Identifier;18321 
9;158;972;Identifier;18319 
9;159;972;Identifier;18317 
9;160;970;Identifier;18315 
9;166;1021;Identifier;18313 
9;169;1047;Identifier;18311 
9;171;1056;Identifier;18309 
9;172;1050;Identifier;18307 
9;173;1059;Identifier;18305 
9;178;1091;Identifier;18303 
9;180;1102;Identifier;18301 
9;183;1129;Identifier;18299 
9;185;1138;Identifier;18297 
9;186;1134;Identifier;18295 
9;192;1186;Identifier;18293 
9;193;1185;Identifier;18291 
9;195;1197;Identifier;18289 
9;197;1204;Identifier;18287 
9;202;1245;Identifier;18284 
9;206;1277;Identifier;18282 
9;208;1285;Identifier;18280 
9;209;1282;Identifier;18278 
9;211;1299;Identifier;18276 
9;213;1304;Identifier;18274 
9;214;1309;Identifier;18272 
9;216;1314;Identifier;18270 
9;217;1312;Identifier;18268 
9;218;1316;Identifier;18266 
9;219;1317;Identifier;18264 
9;224;1359;Identifier;18262 
9;225;1357;Identifier;18260 
9;226;1355;Identifier;18258 
9;227;1355;Identifier;18256 
9;228;1355;Identifier;18254 
9;229;1354;Identifier;18252 
9;232;1371;Identifier;18250 
9;234;1389;Identifier;18246 
9;236;1397;Identifier;18245 
9;238;1406;Identifier;18243 
9;239;1405;Identifier;18241 
9;242;1421;Identifier;18239 
9;243;1420;Identifier;18237 
9;244;1420;Identifier;18235 
9;245;1420;Identifier;18233 
9;246;1421;Identifier;18231 
9;247;1420;Identifier;18229 
9;250;1442;Identifier;18227 
9;256;1497;Identifier;18225 
9;257;1491;Identifier;18221 
9;258;1496;Identifier;18219 
9;260;1502;Identifier;18217 
9;263;1525;Identifier;18215 
9;264;1525;Identifier;18213 
9;265;1526;Identifier;18211 
9;266;1526;Identifier;18209 
9;267;1525;Identifier;18207 
9;268;1526;Identifier;18205 
9;269;1525;Identifier;18203 
9;270;1523;Identifier;18201 
9;277;1585;Identifier;18199 
9;279;1591;Identifier;18197 
9;280;1590;Identifier;18195 
9;282;1608;Identifier;18193 
9;298;1756;Identifier;18191 
9;302;1785;Identifier;18189 
9;313;1888;Identifier;18187 
9;315;1895;Identifier;18185 
9;321;1945;Identifier;18183 
9;322;1948;Identifier;18181 
9;323;1941;Identifier;18179 
