counter;index;instructionType;totalChars 
0;0;original;2911 
16;311;Identifier;2909 
17;300;Identifier;2907 
19;342;Identifier;2905 
20;333;Identifier;2903 
21;320;Identifier;2901 
23;372;Identifier;2899 
24;378;Identifier;2897 
41;28;IfStatement;2875 
47;2;Property;2860 
51;51;Literal;2857 
67;114;MemberExpression;2853 
73;117;Identifier;2839 
74;101;Identifier;2837 
75;100;Identifier;2836 
76;119;Identifier;2834 
77;119;Identifier;2833 
80;192;Identifier;2830 
82;232;Identifier;2830 
83;224;Identifier;2830 
85;262;Identifier;2830 
86;268;Identifier;2830 
87;251;Identifier;2830 
88;254;Identifier;2830 
91;346;Identifier;2830 
92;341;Identifier;2830 
