counter;index;instructionType;totalChars;OperationType 
0;0;original;8743 
1;2;Property;8734;m 
1;66;IfStatement;8711;m 
counter;index;instructionType;totalChars;OperationType 
0;0;original;8743 
1;181;Literal;8677;m 
