counter;index;instructionType;totalChars;OperationType 
0;0;original;1673 
1;2;Property;1660;m 
1;6;IfStatement;1544;m 
1;7;IfStatement;1552;m 
1;24;Literal;1544;m 
1;3;Property;1542;m 
3;2;Property;1529;m 
5;1;Property;1517;m 
7;2;ExpressionStatement;1490;m 
11;0;ExpressionStatement;1477;m 
